Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP;
AC;A1;0030;MP SENTILJ - POCIVALISCE SENTILJ;0;460;674;MT Sentilj AC;QLD6;14.920;41;11.694;91;1.148;164;115;261;1.406;1.487;PLDP;
AC;A1;0030;POCIVALISCE SENTILJ - SENTILJ;460;1.137;869;Sentilj AC;QLTC8;14.770;40;11.589;90;1.131;163;114;255;1.388;1.466;PLDP;
AC;A1;0128;PRIKLJ.SENTILJ - MP;0;1.646;868;Prik. Sentilj - MP;QLD6;340;1;280;1;25;3;3;6;21;24;PLDP;
AC;A1;0031;SENTILJ  -  PESNICA;0;9.761;837;CP Pesnica;QLD3;19.458;67;15.441;230;1.300;170;125;355;1.770;1.956;PLDP;
AC;A1;0065;PESNICA - DRAGUCOVA;0;2.570; ; ;P;21.000;60;16.775;215;1.450;220;200;330;1.750;1.951;PLDP;
AC;A1;0071;DRAGUCOVA - MB (ZRKOVSKA);0;4.470;889;Malecnik AC;QLTC8;28.478;73;18.728;291;3.157;556;210;888;4.575;4.814;PLDP;
AC;A1;0071;MB (ZRKOVSKA)  - MB (PTUJSKA);4.470;7.770; ; ;P;28.550;65;18.755;290;3.100;580;240;870;4.650;4.877;PLDP;
AC;A1;0066;MB (PTUJSKA) - ROGOZA;0;2.650;840;Ptujska AC;QLTC8;35.230;60;24.588;294;3.664;634;302;814;4.874;5.052;PLDP;
AC;A1;0066;ROGOZA - SLIVNICA;2.650;4.857; ; ;P;33.700;70;23.470;275;3.500;580;300;805;4.700;4.876;PLDP;
AC;A1;0034;SLIVNICA;0;1.757; ; ;P;40.020;80;29.205;240;4.100;775;340;800;4.480;4.744;PLDP;
AC;A1;0035;SLIVNICA - FRAM;0;1.910;802;Hoce AC;QLTC8;40.015;85;29.224;236;4.078;772;340;802;4.478;4.740;PLDP;
AC;A1;0134;PRIKLJ. FRAM  -  MB;0;1.000;848;Prikljucek Fram - Mb;QLTC8;6.102;15;4.633;18;422;88;62;124;740;752;PLDP;
AC;A1;0134;PRIKLJ. FRAM -  CE;1.000;1.368;849;Prikljucek Fram - Ce;QLTC8;2.426;5;1.426;15;248;55;31;93;553;555;PLDP;
AC;A1;0036;FRAM - SL.BISTRICA-SEVER;0;7.200;2005;Polskava AC;QLTC8;36.339;75;26.017;233;3.904;739;309;771;4.291;4.543;PLDP;
AC;A1;0036;SL.BISTRICA - SEVER-JUG;7.200;9.733;2006;Sl.Bistrica AC;QLD3;37.965;119;27.594;240;3.848;800;380;843;4.141;4.528;PLDP;
AC;A1;0135;PRIKLJ. SL. BISTRICA J. - MB;0;400;856;Prikljucek Sl.Bistrica - Mb;QLD3;8.671;20;7.141;35;665;380;130;135;165;424;PLDP;
AC;A1;0135;PRIKLJ. SL. BISTRICA J - CE;400;1.638;857;Prikljucek Sl.Bistrica - Ce;QLD3;4.038;10;3.393;25;345;95;55;50;65;157;PLDP;
AC;A1;0037;SL.BISTRICA - SL.KONJICE;0;8.720;2002;Tepanje AC;QLD3;33.332;109;23.620;230;3.528;648;398;758;4.041;4.334;PLDP;
AC;A1;0037;SL.KONJICE - CP TEPANJE;8.720;9.119;838;CP Tepanje;QLD3;28.527;64;19.755;215;3.030;479;313;713;3.958;4.141;PLDP;
AC;A1;0136;PRIKLJ. SL. KONJICE - MB;0;900;844;CP Sl.Konjice-MB;QLD3;4.805;45;3.865;15;498;169;85;45;83;193;PLDP;
AC;A1;0136;PRIKLJ. SL. KONJICE - CE;900;1.790;845;CP Sl.Konjice-CE;QLD3;3.628;39;2.936;10;296;148;44;60;95;191;PLDP;
AC;A1;0038;SL.KONJICE - DRAMLJE;0;10.886;2003;Skedenj AC;QLD3;32.155;103;22.691;225;3.326;627;357;773;4.053;4.331;PLDP;
AC;A1;0137;DRAMLJE - MB;0;600;846;Dramlje-MB;QLD3;1.683;21;1.167;5;236;77;82;30;65;131;PLDP;
AC;A1;0137;DRAMLJE - CE;600;1.115;847;Dramlje-CE;QLD3;4.469;38;3.356;8;514;190;138;85;140;291;PLDP;
AC;A1;0039;DRAMLJE - LJUBECNA;0;6.240;2004;Zepina AC;QLD3;34.941;120;24.880;228;3.604;740;413;828;4.128;4.491;PLDP;
AC;A1;0039;LJUBECNA - CELJE;6.240;8.437; ; ;P;35.800;115;25.425;230;3.800;800;450;830;4.150;4.543;PLDP;
AC;A1;0040;CELJE - CELJE ZAHOD;0;5.410;648;Lopata AC;QLTC8;39.304;54;28.077;229;4.322;905;468;848;4.401;4.795;PLDP;
AC;A1;0040;CELJE ZAHOD - ARJA VAS;5.410;7.510; ; ;P;43.500;60;32.280;210;4.400;750;480;870;4.450;4.796;PLDP;
AC;A1;0041;ARJA VAS - SEMPETER;0;7.510; ; ;P;37.500;55;27.045;200;3.900;700;450;850;4.300;4.628;PLDP;
AC;A1;0041;SEMPETER - SENTRUPERT;7.510;9.652; ; ;P;34.000;50;24.215;195;3.550;630;430;830;4.100;4.420;PLDP;
AC;A1;0042;SENTRUPERT - VRANSKO;0;7.899;839;CP Vransko;QLD3;36.108;53;27.000;190;2.865;510;380;910;4.200;4.507;PLDP;
AC;A1;0043;VRANSKO - TROJANE;0;9.940;836;Jasovnik AC;QLTC8;34.552;57;24.236;232;3.960;667;264;795;4.341;4.564;PLDP;
AC;A1;0067;TROJANE  -  BLAGOVICA;0;8.683;2001;Sentozbolt AC;QLD6;37.838;45;27.553;370;3.954;285;546;889;4.196;4.604;PLDP;
AC;A1;0142;PRIKLJ.BLAGOVICA - CE;0;200;842;CP Blagovica-CE;QLD6;209;1;164;2;24;7;4;2;5;11;PLDP;
AC;A1;0142;PRIKLJ. BLAGOVICA - LJ;200;529;843;CP Blagovica-LJ;QLD6;1.260;3;1.079;8;95;22;11;13;29;50;PLDP;
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.830;834;CP Kompolje;QLD6;38.889;47;28.468;376;4.025;300;553;900;4.220;4.643;PLDP;
AC;A1;0044;LUKOVICA - KRTINA;8.830;12.465; ; ;P;40.600;80;30.100;380;4.200;330;470;890;4.150;4.562;PLDP;
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica-Lj;QLD6;1.803;7;1.640;3;121;8;7;3;14;21;PLDP;
AC;A1;0143;PRIKLJ. KRTINA;0;761;835;CP Krtina-Lj;QLD6;4.910;11;4.478;7;291;17;23;14;69;84;PLDP;
AC;A1;0045;KRTINA - DOMZALE;0;3.485; ; ;P;43.500;100;32.720;300;4.300;580;450;900;4.150;4.582;PLDP;
AC;A1;0046;DOMZALE - SENTJAKOB;0;5.402;830;Psata AC;QLTC8;52.354;111;40.828;232;5.036;774;347;836;4.190;4.537;PLDP;
AC;A1;0047;SENTJAKOB - SNEBERJE;0;1.170; ; ;P;65.300;120;53.170;230;5.500;830;450;850;4.150;4.568;PLDP;
AC;A1;0047;SNEBERJE - LJ(ZADOBRAVA);1.170;2.866; ; ;P;66.800;125;54.440;245;5.700;880;560;800;4.050;4.512;PLDP;
AC;A1;0048;LJ (ZADOBROVA - ZALOSKA);0;1.330; ; ;P;78.500;140;66.680;200;6.000;900;580;700;3.300;3.813;PLDP;
AC;A1;0049;LJ (ZALOSKA - LITIJSKA);0;1.277; ; ;P;67.000;150;55.620;180;5.800;920;590;640;3.100;3.601;PLDP;
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8;61.335;155;50.232;181;5.680;936;617;604;2.930;3.451;PLDP;
AC;A1;0019;LJ. (MALENCE - DOLENJSKA C.);0;456; ; ;P;63.000;160;51.730;270;4.900;760;560;870;3.750;4.309;PLDP;
AC;A1;0018;LJ (DOLENJSKA  -  PERUZIJEVA);0;2.110; ; ;P;58.000;170;47.210;230;5.100;670;500;720;3.400;3.833;PLDP;
AC;A1;0018;LJ (PERUZIJEVA - BARJANSKA);2.110;3.943;178;J Obvoznica;QLTC8;64.050;151;51.932;331;5.858;903;446;846;3.583;4.202;PLDP;
AC;A1;0017;LJ (BARJANSKA  -  VIC);0;2.758; ; ;P;62.500;160;50.890;330;5.400;850;400;870;3.600;4.202;PLDP;
AC;A1;0016;LJ (VIC  -  KOZARJE);0;794; ; ;P;69.500;170;57.720;360;5.500;870;360;770;3.750;4.255;PLDP;
AC;A1;0051;LJ(KOZARJE) - BREZOVICA;0;2.408; ; ;P;68.500;200;55.400;430;4.800;820;350;1.200;5.300;5.870;PLDP;
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;854;Drenov gric AC;QLTC8;56.714;198;43.418;434;5.604;662;304;920;5.174;5.484;PLDP;
AC;A1;0150;PRIKLJ. VRHNIKA - LJ;0;1.120;858;CP Vrhnika - Lj;QLD3;11.092;44;9.652;49;691;197;200;84;175;371;PLDP;
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - Kp;QLD3;2.628;15;2.263;15;150;45;45;35;60;116;PLDP;
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;QLD3;48.250;169;36.029;400;5.063;510;149;871;5.059;5.229;PLDP;
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;QLD3;8.599;59;7.174;10;743;248;80;90;195;337;PLDP;
AC;A1;0054;LOGATEC - UNEC;0;10.422;2104;Lom AC;QLD3;44.901;99;32.605;394;4.752;608;277;921;5.245;5.488;PLDP;
AC;A1;0152;PRIKLJ. UNEC - LJ;0;404;824;CP Unec-LJ;QLD3;4.699;25;4.038;30;278;152;86;30;60;169;PLDP;
AC;A1;0152;PRIKLJ. UNEC - KP;404;788;825;CP Unec-KP;QLD3;1.939;10;1.572;14;82;120;77;24;40;124;PLDP;
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8;42.141;84;30.139;378;4.556;576;268;915;5.225;5.443;PLDP;
AC;A1;0153;PRIKLJ. POSTOJNA - LJ;0;900;826;CP Postojna-LJ;QLD3;8.330;53;7.164;100;239;229;172;105;268;497;PLDP;
AC;A1;0153;PRIKLJ. POSTOJNA - KP;900;1.178;827;CP Postojna-KP;QLD3;3.536;24;3.035;48;153;143;81;19;33;146;PLDP;
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.370;2105;Studenec AC;QLD3;37.347;55;26.010;326;4.470;490;177;829;4.990;5.092;PLDP;
AC;A1;0056;RAZDRTO - NANOS;9.370;11.182;2106;Razdrto AC;QLD3;37.638;54;26.327;325;4.485;487;162;822;4.976;5.069;PLDP;
AC;A1;0197;PRIKLJ. RAZDRTO - LJ;0;250;828;CP Razdrto-LJ;QLD6;622;3;486;3;60;9;21;11;29;44;PLDP;
AC;A1;0197;PRIKLJ. RAZDRTO - KP;250;698;829;CP Razdrto-KP;QLD6;913;2;803;2;75;6;6;4;15;21;PLDP;
AC;A1;0057;NANOS  -  SENOZECE;0;5.458; ; ;P;30.700;50;22.460;280;2.900;330;150;780;3.750;3.972;PLDP;
AC;A1;0155;PRIKLJ. SENOZECE ;0;1.780;818;CP Senozece;QLD6;1.644;2;1.254;12;136;26;30;38;146;174;PLDP;
AC;A1;0058;SENOZECE  -   GABRK;0;4.384;812;Cebulovica AC;QLTC8;29.778;52;21.824;290;2.820;302;122;674;3.694;3.831;PLDP;
AC;A1;0059;GABRK  -  DIVACA;0;2.873; ; ;P;22.600;60;18.925;140;1.850;160;145;320;1.000;1.253;PLDP;
AC;A1;0157;PRIKLJ. DIVACA;0;2.079;817;CP Divaca;QLD6;2.788;5;2.353;13;222;49;48;22;76;119;PLDP;
AC;A1;0060;DIVACA - KOZINA;0;6.940;2101;Kozina AC;QLD6;20.612;52;17.024;139;1.688;128;167;367;1.047;1.325;PLDP;
AC;A1;0060;KOZINA - CP VIDEZ;6.940;7.151;820;CP Videz;QLD6;17.993;46;14.951;120;1.414;86;130;325;921;1.152;PLDP;
AC;A1;0158;PRIKLJ. KOZINA - LJ;0;700;821;CP Kozina-LJ;QLD6;2.619;6;2.073;19;274;42;37;42;126;173;PLDP;
AC;A1;0158;PRIKLJ. KOZINA - KP;700;2.195;823;CP Kozina-KP;QLD6;3.254;6;2.774;10;250;21;20;26;147;159;PLDP;
AC;A1;0061;KOZINA - KASTELEC;0;8.470;2102;Ravne AC;QLD6;21.247;52;17.725;130;1.664;107;150;351;1.068;1.311;PLDP;
AC;A1;0061;KASTELEC - CRNI KAL;8.470;11.818; ; ;P;21.300;70;17.740;110;1.700;180;200;300;1.000;1.241;PLDP;
AC;A1;0062;CRNI KAL  -  SRMIN;0;7.116;803;Dekani AC;QLTC8;21.681;91;18.048;94;1.701;217;259;276;995;1.238;PLDP;
AC;A2;0001;MP KARAVANKE - HRUSICA;0;5.361;673;MT Karavanke;QLTC8;8.155;44;6.326;63;627;95;64;183;753;844;PLDP;
AC;A2;0002;HRUSICA - LIPCE;0;7.154; ; ;P;13.300;80;10.730;130;1.100;170;100;210;780;969;PLDP;
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLTC8;18.738;83;15.506;157;1.630;224;124;260;754;1.032;PLDP;
AC;A2;0103; PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLD6;4.761;17;4.238;28;328;41;47;20;42;98;PLDP;
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLD6;10.414;42;9.257;57;735;68;106;60;89;217;PLDP;
AC;A2;0004;LESCE - RADOVLJICA;0;3.720;2201;Lesce AC;QLD6;24.391;108;20.525;186;2.037;251;183;300;801;1.150;PLDP;
AC;A2;0004;RADOVLJICA - BREZJE;3.720;6.713; ; ;P;29.300;105;25.285;190;2.150;300;170;290;810;1.163;PLDP;
AC;A2;0005;BREZJE - PODTABOR;0;5.002; ; ;P;30.800;100;26.300;240;2.500;340;210;280;830;1.232;PLDP;
AC;A2;0006;PODTABOR - NAKLO;0;3.700; ; ;P;33.600;100;28.900;250;2.650;350;220;290;840;1.261;PLDP;
AC;A2;0006;NAKLO - KRANJ Z;3.700;7.313;647;Naklo AC;QLTC8;36.382;98;31.364;256;2.920;375;230;289;850;1.283;PLDP;
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674; ; ;P;35.800;100;31.130;210;2.650;390;220;270;830;1.221;PLDP;
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900; ; ;P;36.100;110;31.570;200;2.500;410;220;280;810;1.212;PLDP;
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;CP Torovo;QLD3;40.301;100;35.626;230;2.580;415;210;285;855;1.271;PLDP;
AC;A2;0010;VODICE  - LJ( SMARTNO);0;6.968;853;Povodje AC;QLTC8;45.645;92;39.709;219;3.833;421;204;283;884;1.285;PLDP;
AC;A2;0011;LJ(SMARTNO  -   BROD);0;2.374; ; ;P;49.000;110;43.135;215;3.660;480;220;290;890;1.316;PLDP;
AC;A2;0012;LJ(BROD - SENTVID);0;510; ; ;P;46.500;140;40.680;210;3.500;500;260;310;900;1.356;PLDP;
AC;A2;0013;SENTVID - KOSEZE;0;3.459;832;Kamna Gorica AC;QLTC8;43.779;166;37.459;179;3.772;517;301;347;1.038;1.494;PLDP;
AC;A2;0014;LJ(KOSEZE  -  BRDO);0;1.761; ; ;P;72.800;230;62.910;250;4.900;1.000;440;550;2.520;3.085;PLDP;
AC;A2;0015;LJ (BRDO  -  KOZARJE);0;2.392;855;Bokalce AC;QLTC8;68.587;236;57.907;260;5.744;912;445;560;2.523;3.078;PLDP;
AC;A2;0020;LJ(MALENCE)  -  SMARJE-SAP;0;6.038;645;Smarje Sap AC;QLTC8;46.633;82;40.003;256;3.619;531;263;474;1.405;1.934;PLDP;
AC;A2;0407;PRIKLJ. SMARJE - SAP NM;0;926;876;Prikljucek Smarje Sap NM;QLD;2.234;9;1.891;8;224;42;26;13;21;55;PLDP;
AC;A2;0021;SMARJE SAP - CIKAVA;0;1.780;2303;Cikava AC;QLD;48.867;91;41.894;264;3.843;573;289;487;1.426;1.988;PLDP;
AC;A2;0021;CIKAVA - GROSUPLJE;1.780;3.873; ; ;P;37.500;80;30.865;210;3.600;565;400;460;1.320;1.881;PLDP;
AC;A2;0022;GROSUPLJE - VISNJA GORA;0;7.050; ; ;P;32.200;50;26.840;200;2.850;350;210;410;1.290;1.679;PLDP;
AC;A2;0022;VISNJA GORA - IVANCNA GORICA;7.050;13.061;601;Visnja Gora AC;QLTC8;33.748;45;28.525;225;2.560;417;225;419;1.332;1.762;PLDP;
AC;A2;0023;IVANCNA GORICA - BIC;0;6.889;870;CP Dob;QLD6;25.088;36;21.051;235;1.945;109;200;388;1.124;1.477;PLDP;
AC;A2;0072;BIC - TREBNJE Z;0;7.090; ; ;P;24.500;40;20.510;200;1.800;200;180;370;1.200;1.519;PLDP;
AC;A2;0072;TREBNJE Z - TREBNJE V;7.090;14.383; ; ;P;18.500;35;14.720;180;1.700;240;150;325;1.150;1.431;PLDP;
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEC;0;4.580; ; ;P;21.500;40;17.625;170;1.750;265;160;330;1.160;1.447;PLDP;
AC;A2;0024;PRIKLJ. MIRNA PEC  -  NM PRIKLJ. Z;4.580;10.680;806;Zagorica AC;QLTC8;22.388;46;18.431;174;1.794;272;179;326;1.166;1.460;PLDP;
AC;A2;0024;NM PRIKLJ. Z - NM PRIKLJ. V;10.680;13.168; ; ;P;19.200;30;15.555;120;1.700;220;155;280;1.140;1.340;PLDP;
AC;A2;0025;NM PRIKLJ.V -  LESNICA (KRONOVO);0;6.338; ; ;P;20.900;25;17.225;270;1.600;300;120;260;1.100;1.409;PLDP;
AC;A2;0026;KRONOVO - DOBRUSKA VAS;0;6.040;602;Draga AC;QLTC8;18.692;24;15.320;190;1.516;230;128;236;1.048;1.274;PLDP;
AC;A2;0027;DOBRUSKA VAS  -  SMEDNIK;0;5.900; ; ;P;17.200;25;13.935;210;1.350;210;140;300;1.030;1.323;PLDP;
AC;A2;0027;SMEDNIK  -  PRIKLJ. DRNOVO;5.900;13.500;2301;Zaloke AC;QLD6;16.285;21;13.437;227;1.159;106;143;271;921;1.194;PLDP;
AC;A2;0027;PRIKLJ. DRNOVO  -  DRNOVO;13.500;13.654;871;CP Drnovo;QLD6;11.467;14;9.355;213;767;51;57;220;790;992;PLDP;
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;CP Krsko-NM;QLD6;4.818;7;4.082;14;392;55;86;51;131;202;PLDP;
AC;A2;0418;PRIKLJ. DRNOVO - CATEZ;2.300;2.844;874;CP Krsko-Catez;QLD6;1.812;4;1.540;12;122;7;15;25;87;105;PLDP;
AC;A2;0028;DRNOVO  -  BREZICE;0;11.717;2302;Brezice AC;QLD6;13.279;18;10.895;225;889;58;72;245;877;1.098;PLDP;
AC;A2;0029;BREZICE - PRIKLJ. OBREZJE;0;7.020;512;Catez AC;QLTC8;12.226;32;9.906;164;814;92;36;184;998;1.101;PLDP;
AC;A2;0029;PRIKLJ. OBREZJE  - OBREZJE TERMINAL;7.020;7.850; ; ;P;11.100;40;9.040;170;550;65;60;215;960;1.100;PLDP;
AC;A2;0029;OBREZJE TERMINAL - MP OBREZJE;7.850;8.534;511;MP Obrezje;QLD6;9.648;44;7.665;173;514;36;54;232;930;1.080;PLDP;
AC;A3;0068;GABRK - SEZANA V;0;7.977;813;CP Dane;QLD3;13.446;45;8.481;195;825;155;75;470;3.200;3.145;PLDP;
AC;A3;0069;SEZANA V  -  SEZANA Z;0;2.698; ; ;P;11.500;35;6.485;200;1.000;155;65;460;3.100;3.057;PLDP;
AC;A3;0070;SEZANA Z  -  FERNETICI;0;1.270;863;Sezana AC;QLTC8;11.242;27;6.329;195;1.202;153;62;411;2.863;2.823;PLDP;
AC;A3;0070;FERNETICI - MP FERNETICI;1.270;1.571;653;MT Fernetici;QLD6;21.270;179;15.238;218;1.613;199;101;506;3.216;3.225;PLDP;
AC;A3;0486;PRIKLJ. FERNETICI;0;643;864;Prikljucek Fernetici;QLD6;9.733;151;8.922;23;405;43;37;32;120;164;PLDP;
AC;A4;0091;SLIVNICA - LETALISCE MB;0;2.600; ; ;P;18.000;30;15.120;140;1.400;165;90;150;905;1.023;PLDP;
AC;A4;0091;LETALISCE MB - MARJETA;2.600;6.860; ; ;P;17.750;30;14.945;120;1.380;145;80;150;900;996;PLDP;
AC;A4;0091;MARJETA - ZLATOLICJE;6.860;11.640;890;Prepolje AC;QLTC8;16.697;28;13.964;121;1.340;132;66;145;901;984;PLDP;
AC;A4;0091;ZLATOLICJE - HAJDINA;11.640;15.560; ; ;P;16.350;30;13.755;110;1.250;115;60;140;890;957;PLDP;
AC;A4;0092;HAJDINA - DRAZENCI;0;4.510; ; ;P;15.050;35;12.645;115;1.100;100;55;150;850;930;PLDP;
AC;A4;0093;DRAZENCI ;0;680; ; ;P;10.500;30;8.520;100;900;90;40;110;710;767;PLDP;
AC;A5;0806;DRAGUCOVA - PERNICA;0;6.170;877;Dragucova AC;QLTC8;23.598;42;16.057;161;2.569;450;214;556;3.549;3.607;PLDP;
AC;A5;0806;PERNICA - LENART;6.170;11.326;2007;Mocna AC;QLTC8;22.984;41;15.524;159;2.520;441;205;552;3.542;3.591;PLDP;
AC;A5;0463;PRIKLJ.PERNICA - MB;0;220;878;PR Pernica - MB;QLD6;1.255;3;1.091;2;108;16;19;6;10;26;PLDP;
AC;A5;0463;PRIKLJ.PERNICA - MS;220;440;879;PR Pernica - MS;QLD6;640;2;556;1;59;7;10;2;3;10;PLDP;
AC;A5;0807;LENART - SV.TROJICA;0;5.018; ; ;P;17.650;40;10.485;175;2.400;390;180;630;3.350;3.487;PLDP;
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.570; ; ;P;16.450;40;9.545;175;2.300;360;140;610;3.280;3.392;PLDP;
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB SCAVNICI;4.570;12.520; ; ;P;15.500;35;8.960;180;2.150;310;115;600;3.150;3.259;PLDP;
AC;A5;0809;SV.JURIJ OB SCAVNICI - VUCJA VAS;0;8.499;883;CP Dragotinci;QLTC10;15.018;30;8.780;183;1.962;290;111;581;3.081;3.184;PLDP;
AC;A5;0174;PRIKLJ. VUCJA VAS - MB;0;400;881;priklj. Vucja vas-MB;QLD6;1.584;3;1.333;5;170;9;18;13;33;49;PLDP;
AC;A5;0174;PRIKLJ. VUCJA VAS  - MS;400;836;882;priklj. Vucja vas-MS;QLD6;1.530;3;1.106;7;96;47;84;52;135;198;PLDP;
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8;15.104;30;8.619;135;1.900;314;141;483;3.482;3.410;PLDP;
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Prikljucek MS - MB;QLTC8;3.888;8;3.283;11;378;74;57;26;51;111;PLDP;
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Prikljucek MS - Lendava;QLTC8;1.442;4;1.182;3;112;31;49;18;43;77;PLDP;
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8;12.659;27;6.515;127;1.634;272;134;475;3.475;3.377;PLDP;
AC;A5;0812;LIPOVCI - GANCANI;0;7.995; ; ;P;11.050;20;5.240;130;1.400;260;120;430;3.450;3.315;PLDP;
AC;A5;0812;GANCANI - TURNISCE;7.995;9.535; ; ;P;11.720;20;5.815;135;1.550;250;110;440;3.400;3.280;PLDP;
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628; ; ;P;11.310;25;5.525;140;1.490;235;95;450;3.350;3.242;PLDP;
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;9.642;19;5.181;134;1.421;202;76;274;2.335;2.268;PLDP;
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Prikljucek Lendava - MS;QLTC8;2.943;14;2.287;15;241;57;40;47;242;273;PLDP;
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Prikljucek Lendava-Pince;QLTC8;333;1;165;6;66;10;5;12;68;73;PLDP;
AC;A5;0816;LENDAVA - PINCE;0;8.020;2010;Pince AC;QLTC8;7.046;14;3.056;125;1.247;156;47;240;2.161;2.072;PLDP;
AC;A5;0816;PINCE - MP PINCE;8.020;8.709; ; ;P;6.750;10;2.895;100;1.180;130;40;235;2.160;2.039;PLDP;
HC;H2;0032;PESNICA - MARIBOR;0;4.516;16;Meljska HC;QLTC8;18.901;64;16.840;62;1.221;184;108;90;332;474;PLDP;
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.470; ; ;P;24.500;65;22.255;60;1.150;280;220;95;375;579;PLDP;
HC;H2;0033;POBREZJE - MB(TEZNO);1.470;2.684;15;Maribor HC;QLTC8;27.443;67;24.884;63;1.247;328;312;96;446;685;PLDP;
HC;H3;0085;LJ(ZADOBROVA  - LESKOVSKOVA C.);0;1.511;179;SV Obvoznica;QLTC8;63.868;132;55.166;154;4.742;750;444;396;2.084;2.472;PLDP;
HC;H3;0085;LJ(LESKOSKOVA C. - SMARTINSKA);690;1.511;891;S obvoznica BTC HC;QLTC8;46.348;98;39.174;130;3.726;604;358;352;1.906;2.204;PLDP;
HC;H3;0086;LJ(SMARTINSKA - TOMACEVO);0;2.084; ; ;P;65.000;105;56.540;155;4.700;750;400;370;1.980;2.354;PLDP;
HC;H3;0088;LJ(TOMACEVO  -  DUNAJSKA);0;1.238; ; ;P;67.500;130;59.600;120;4.100;720;450;360;2.020;2.362;PLDP;
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;1.180; ; ;P;64.800;120;56.810;110;4.060;850;470;320;2.060;2.401;PLDP;
HC;H3;0089;LJ(SAVLJE - IND. CONA SISKA);1.180;1.910;174;S Obvoznica;QLTC8;59.874;102;52.032;106;4.260;618;366;372;2.018;2.300;PLDP;
HC;H3;0089;LJ(IND. CONA SISKA - CELOVSKA);1.910;2.654; ; ;P;66.500;80;58.340;110;4.150;630;380;320;2.490;2.647;PLDP;
HC;H3;0090;LJ(CELOVSKA  -  KOSEZE);0;2.735;199;Dravlje HC;QLTC8;55.886;68;47.536;96;4.206;690;400;412;2.478;2.726;PLDP;
HC;H4;0374;NANOS-(RAZDRTO)-PODNANOS-VIPAVA;0;12.450;819;CP Nanos;QLD6;10.547;13;7.499;104;1.236;102;157;324;1.112;1.307;PLDP;
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;11.246;27;8.086;52;1.259;263;85;199;1.275;1.324;PLDP;
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;12.467;20;9.237;32;1.331;232;141;198;1.276;1.321;PLDP;
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Prik Selo-Ajdovscina;QLD6;1.677;3;1.438;2;150;29;30;7;18;41;PLDP;
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Prik Selo-Vrtojba;QLD6;1.468;3;1.318;2;89;18;16;5;17;30;PLDP;
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;12.249;21;9.109;33;1.268;222;127;196;1.273;1.309;PLDP;
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;CP Bazara;QLD3;8.472;23;5.876;28;850;140;120;185;1.250;1.252;PLDP;
