Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;16.861;104;15.204;53;952;177;194;53;124;266;PLDP
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;16.340;120;14.343;260;1.011;234;132;72;168;373;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.100;70;4.315;140;400;70;70;15;20;130;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD5;4.266;64;3.692;28;327;62;65;11;17;74;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLD*;7.876;60;6.609;8;791;118;108;46;136;225;WIM
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLD*;9.300;74;8.107;32;775;122;95;26;69;145;DIST
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;2.939;45;2.515;24;234;43;36;5;37;63;PLDP
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLD6;1.481;35;1.196;8;139;29;33;7;34;51;PLDP
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;3.550;30;3.010;35;245;65;90;30;45;118;DIST
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLD6;6.036;27;5.441;34;359;42;59;25;49;82;WIM
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.000;25;1.710;15;130;40;45;15;20;59;DIST
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;1.940;20;1.680;10;120;35;35;15;25;57;DIST
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.087;16;932;7;52;16;34;13;17;54;WIM
R2;416;1346;LITIJA - SMARTNO;0;2.670;391;Litija;QLD6;4.278;45;3.785;8;273;42;80;22;23;80;PLDP
R2;416;1165;SMARTNO PRI LITIJI ;0;260;;;P;5.300;35;4.715;10;380;65;75;10;10;67;PLDP
R2;416;1347;SMARTNO - GRM;0;14.746;375;Crni Potok;QLD5;1.154;25;975;3;60;31;52;4;4;248;WIM
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;3.000;10;2.505;5;160;100;90;40;90;148;PLDP
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.350;7;813;5;145;120;110;50;100;109;PLDP
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;940;12;776;3;48;36;59;4;2;53;WIM
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.509;;;P;840;10;733;2;55;25;15;0;0;13;PLDP
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;R 11x4;820;9;724;2;60;15;10;0;0;9;PLDP
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;500;9;428;2;45;11;5;0;0;6;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD6;1.282;13;1.125;13;65;16;29;11;10;80;WIM
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;R 07x1;2.150;20;1.840;35;145;50;35;10;15;58;PLDP
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD5;3.355;25;2.979;25;163;51;85;10;17;80;PLDP
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.578;15;2.241;10;143;58;73;17;21;76;PLDP
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD6;3.198;32;2.797;21;187;29;45;53;34;92;PLDP
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLD6;4.725;25;4.383;40;204;25;24;11;13;47;WIM
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;15.500;45;14.670;45;550;60;70;25;35;104;DIST
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Mali Slatnik;R 07x1;6.400;40;5.765;40;380;80;60;20;15;112;DIST
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD6;2.491;24;2.243;28;105;27;37;15;12;53;DIST
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLD6;3.549;30;3.207;36;180;29;41;15;11;58;DIST
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD6;2.833;38;2.469;31;179;30;58;14;14;66;DIST
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLD6;2.784;32;2.451;29;173;28;43;14;14;57;DIST
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD;3.607;9;3.304;11;210;24;31;8;10;36;PLDP
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLD3;1.179;11;1.109;2;39;9;8;1;0;7;PLDP
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD6;2.584;13;2.291;15;161;26;44;15;19;55;PLDP
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.183;8;1.012;8;55;30;44;13;13;48;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.228;16;1.062;8;57;26;40;9;10;19;WIM
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.087;25;4.675;27;253;24;48;18;17;54;DIST
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLD*;7.056;37;6.437;30;347;73;89;19;24;99;PLDP
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.184;12;1.026;12;73;21;29;3;8;52;WIM
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;R 10x4;1.300;15;1.141;12;60;40;25;3;4;45;WIM
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.213;13;1.022;13;87;39;29;4;6;15;WIM
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;830;10;710;10;55;20;10;5;10;20;DIST
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;360;3;301;3;13;3;7;12;18;24;PLDP
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.700;10;1.605;10;75;0;0;0;0;4;PLDP
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;519;6;427;6;39;13;23;2;3;20;PLDP
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;410;3;337;5;30;10;15;5;5;18;PLDP
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLD3;2.121;10;1.889;10;131;26;37;8;10;39;PLDP
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLD5;4.872;41;4.294;50;255;72;81;42;37;106;WIM
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLD6;3.140;25;2.707;43;208;29;53;22;53;97;PLDP
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;332;13;277;1;20;4;13;2;2;10;PLDP
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;R 11x4;1.600;21;1.466;15;60;25;7;3;3;19;PLDP
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;12.392;83;10.896;79;948;139;150;29;68;197;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;12.060;86;10.597;99;824;169;139;57;89;237;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6;6.209;53;5.519;36;363;51;80;45;62;132;PLDP
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLD6;3.981;34;3.561;24;222;42;45;13;40;74;PLDP
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD5;3.311;41;2.877;24;204;46;68;21;30;85;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLD6;5.383;41;4.878;32;337;29;42;10;14;55;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.089;29;985;2;42;15;15;0;1;12;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.000;35;5.680;50;120;40;45;15;15;73;PLDP
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD6;2.021;44;1.758;17;132;17;34;9;10;40;PLDP
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Robanov Kot;QLD3;685;34;642;5;4;0;0;0;0;2;PLDP
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;30;2;25;1;2;0;0;0;0;-;PLDP
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLD6;6.041;55;5.524;29;314;49;47;11;12;59;WIM
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD6;3.389;43;3.048;20;197;31;32;9;9;28;WIM
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;2.750;40;2.521;20;130;20;10;4;5;23;PLDP
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.355;43;3.025;7;201;34;31;7;7;34;PLDP
R2;430;0273;MB(PTUJSKA) - MB(TRZASKA);0;1.490;;;P;19.700;65;17.400;175;1.200;270;110;90;390;483;PLDP
R2;430;0273;MB(TRZASKA) - HOCE;1.490;4.860;;;P;33.000;90;29.705;180;1.950;350;170;115;440;578;PLDP
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;28.433;92;25.444;121;1.781;294;148;104;449;530;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLD6;7.089;95;6.596;50;277;23;30;12;6;36;WIM
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.028;97;5.423;57;319;61;54;5;12;74;DIST
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.430;570;Brinje;R 11x4;3.900;35;3.530;15;170;90;24;11;25;59;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;13.500;10;12.925;60;190;220;50;15;30;123;PLDP
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;6.840;5;6.128;46;399;149;70;19;24;111;PLDP
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLD6;2.656;67;2.239;26;136;81;70;13;24;85;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLD*;10.379;101;8.987;61;765;190;87;52;136;225;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;11.100;110;9.625;140;700;210;160;40;115;278;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;10.938;115;9.606;91;690;199;94;38;105;215;DIST
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;7.859;105;6.801;55;532;168;74;32;92;171;DIST
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLD;5.462;76;4.725;51;322;95;97;24;72;122;WIM
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLD*;14.085;131;12.691;80;816;170;96;28;73;179;DIST
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;26.470;114;23.350;124;1.705;393;170;137;477;600;PLDP
R2;431;1350;ZG.DOLIC - STRANICE;0;18.621;377;Vitanje;QLD6;2.529;27;2.174;17;198;38;39;10;26;57;PLDP
R2;432;1440;ROGATEC;0;180;414;MP Rogatec;QLD3;1.469;8;1.320;8;62;13;20;17;21;40;PLDP
R2;432;1284;ROGATEC - MAJSPERK;0;15.845;336;Stoperce;QLD3;894;12;763;9;45;23;30;4;8;31;PLDP
R2;432;1411;MAJSPERK ;0;480;;;P;2.900;25;2.370;45;255;140;40;10;15;83;PLDP
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLD*;4.730;58;4.285;33;235;40;44;15;20;66;PLDP
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLD6;4.984;17;4.458;40;283;61;73;18;34;98;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.657;37;3.340;25;158;41;37;6;13;49;PLDP
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLD5;3.528;24;3.225;19;121;64;57;9;9;61;PLDP
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;R 11x4;1.370;11;1.286;6;40;10;6;7;4;14;PLDP
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;R 11x4;1.600;10;1.503;6;50;15;5;7;4;15;PLDP
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;R 11x4;1.800;14;1.681;17;60;12;3;6;7;19;PLDP
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLD3;2.788;17;2.705;0;66;0;0;0;0;-;PLDP
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;873;39;644;6;52;26;40;25;41;69;PLDP
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLD6;8.835;57;8.005;43;486;60;82;34;68;135;PLDP
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLD5;3.843;42;3.393;9;210;84;69;11;25;78;PLDP
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;5.090;60;4.505;45;340;50;50;15;25;79;PLDP
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLD;3.994;25;3.669;43;199;21;29;3;5;42;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD5;549;20;477;1;27;9;11;2;2;10;PLDP
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;4.592;46;3.805;13;245;47;21;65;350;285;PLDP
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.914;43;3.527;27;202;40;41;10;24;61;PLDP
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.100;35;6.235;70;440;135;85;40;60;162;PLDP
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;2.075;24;1.830;22;86;12;15;22;64;73;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLD6;2.725;29;2.465;21;140;18;26;11;15;42;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;800;5;708;10;55;15;5;1;1;11;PLDP
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.110;8;952;13;75;21;32;3;6;43;WIM
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.626;18;1.464;11;77;20;26;3;7;28;PLDP
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;R 07x4;2.400;35;2.105;15;115;60;35;10;25;58;PLDP
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLD6;4.356;36;3.869;29;257;54;70;15;26;104;WIM
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;R 09x4;940;20;775;5;70;15;30;10;15;42;DIST
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLD;2.073;10;1.839;14;136;18;28;10;18;41;DIST
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;608;7;527;17;33;10;10;2;2;17;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.400;10;1.255;15;80;15;20;3;2;22;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;900;7;804;5;55;10;15;2;2;14;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLD6;1.324;15;1.147;4;74;14;25;10;35;45;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.700;25;2.375;20;150;55;30;10;35;56;WIM
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.520;20;2.215;20;140;55;25;15;30;56;DIST
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD5;3.471;31;3.121;24;134;45;61;20;35;84;DIST
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLD6;2.344;23;2.092;18;115;17;29;15;35;57;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.028;10;899;5;46;8;15;16;29;39;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.100;45;10.625;65;270;40;25;15;15;67;PLDP
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLD6;8.768;38;8.294;46;318;25;26;10;11;51;PLDP
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD;4.977;34;4.565;29;226;33;46;13;31;69;DIST
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.626;28;3.364;7;150;10;14;13;40;42;WIM
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLD5;5.196;40;4.836;32;180;51;47;5;5;54;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD;1.557;15;1.411;21;75;7;18;5;5;26;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD6;2.211;23;2.032;13;93;12;21;8;9;29;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLD*;11.246;44;10.100;86;534;89;138;75;180;283;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.000;30;6.310;55;360;80;90;30;45;131;PLDP
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLD6;3.741;25;3.418;33;168;25;40;12;20;59;PLDP
R2;443;0369;CRENSOVCI ;0;409;;;P;3.650;25;3.305;35;160;45;45;10;25;68;PLDP
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLD6;2.754;20;2.474;33;142;20;31;7;27;55;PLDP
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLD6;2.701;12;2.496;10;136;14;23;3;7;25;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;1.900;10;1.758;5;90;15;15;2;5;17;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;382;9;341;2;16;5;7;0;2;7;PLDP
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLD6;651;31;416;20;36;26;61;25;36;82;PLDP
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLD6;3.470;52;2.934;31;238;50;82;37;46;116;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.100;80;4.555;35;240;75;65;20;30;94;PLDP
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLD5;5.679;75;5.187;38;237;75;51;7;9;117;WIM
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;4.064;36;3.358;6;326;68;51;47;172;179;PLDP
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLD;6.510;75;5.948;46;332;41;46;8;14;65;PLDP
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLD6;4.927;50;4.538;36;228;33;26;6;10;45;PLDP
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLD*;9.536;99;8.381;48;645;143;78;36;106;177;PLDP
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLD6;3.107;35;2.747;26;183;37;35;13;31;63;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;9.400;170;8.855;70;190;40;15;20;40;83;PLDP
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLD5;9.262;163;8.959;4;92;14;27;3;0;20;PLDP
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLD6;1.804;23;1.443;12;109;27;41;43;106;124;PLDP
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLD6;2.690;21;2.278;16;159;31;43;44;98;123;PLDP
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3 ;QLTC10;9.827;123;8.974;18;489;65;40;16;102;114;PLDP
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928;;;P;9.450;125;8.685;20;400;45;30;35;110;123;PLDP
R2;446;1016;SEZANA - DIVACA;0;9.770;206;Sezana;QLD6;3.367;57;3.029;12;166;35;27;8;33;51;PLDP
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLD*;14.483;139;13.232;110;720;115;100;26;41;162;PLDP
R2;447;0287;PETROVCE - ZALEC;0;1.519;;;P;13.500;130;12.260;85;730;180;50;25;40;138;PLDP
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;11.865;132;10.806;52;649;107;60;21;38;110;PLDP
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLTC10;13.414;141;12.250;88;710;115;59;19;32;122;PLDP
R2;447;0288;SEMPETER - LATKOVA VAS;0;591;;;P;8.200;135;7.075;100;620;145;60;20;45;142;PLDP
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420;;;P;7.500;130;6.260;80;650;170;90;50;70;188;PLDP
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD6;4.727;93;3.805;46;299;151;184;51;98;144;DIST
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLD*;4.538;99;3.567;45;404;101;117;57;148;131;DIST
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;2.914;94;2.184;30;282;117;49;31;127;98;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;2.923;80;2.127;52;256;167;52;36;153;132;WIM
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLD6;5.163;69;4.318;60;318;127;153;41;77;137;WIM
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLD*;8.668;95;7.343;90;573;222;179;53;113;178;DIST
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;10.819;79;9.604;27;831;142;51;28;57;119;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;16.093;111;14.455;117;1.110;155;57;28;60;116;DIST
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLTC10;6.477;41;5.555;26;381;145;136;68;125;292;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;R 11x4;1.200;20;1.007;3;90;45;10;10;15;31;PLDP
R2;448;1160;PLUSKA - TREBNJE PRIKLJ. TREBNJE Z;0;1.126;;;P;1.800;20;1.575;10;100;50;10;10;25;44;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLD;4.992;26;4.240;28;431;81;47;48;91;138;PLDP
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;1.519;16;1.311;7;112;34;26;6;7;31;PLDP
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;R 11x4;1.400;10;1.238;2;80;30;20;12;8;29;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325;;;P;750;5;666;10;50;8;5;2;4;12;PLDP
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Mackovec 2;QLD*;7.013;28;6.414;59;361;54;51;23;23;90;PLDP
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLD*;8.859;38;8.298;46;358;45;44;15;15;69;PLDP
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLD5;6.209;37;5.957;33;31;68;54;13;16;73;PLDP
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLD6;5.782;40;5.306;27;296;39;41;15;18;60;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;6.800;40;6.290;40;290;45;50;20;25;79;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD6;2.696;2;2.496;13;128;20;20;11;6;30;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;850;15;733;10;60;15;10;4;3;17;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLD;3.889;60;3.575;31;168;22;16;9;8;21;WIM
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;10.807;71;9.422;76;685;189;88;95;181;287;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLD*;3.704;36;3.002;52;273;60;98;68;115;114;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;6.961;72;5.984;68;452;126;71;53;135;207;PLDP
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;7.914;44;6.809;32;565;113;102;53;196;243;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460;;;P;1.000;25;766;25;150;30;2;1;1;19;PLDP
R2;451;1448;ARJA VAS - ZALEC;0;2.090;70;Zalec;QLD5;6.884;38;6.061;39;328;152;132;58;76;197;PLDP
R2;452;0368;HRUSICA - PLAVZ;0;2.450;530;Jesenice zahod;QLD5;6.782;83;6.009;203;262;84;65;23;53;183;DIST
R2;452;0368;PLAVZ - JESENICE;2.450;4.250;;;P;10.500;110;9.545;200;380;100;80;25;60;194;DIST
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLD*;15.040;138;13.672;178;728;129;78;24;93;214;DIST
R2;452;0206;JAVORNIK - ZIROVNICA;0;5.013;603;Moste pri Zirovnici;QLD5;6.017;81;5.463;81;239;53;41;20;39;102;DIST
R2;452;0207;ZIROVNICA - LESCE;0;4.957;557;Vrba ;QLD5;6.595;66;6.038;64;263;57;46;19;42;100;DIST
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLD6;6.578;89;5.963;13;400;51;44;6;12;51;WIM
