Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;Dnevni NOO;Tip
R1;204;1012;VOLČJA DRAGA - DORNBERK;2.800;8.343;203;Prvačina;QLD*;5.874;107;5.297;24;361;41;32;5;7;42;PLDP
R1;204;1013;DORNBERK - ŠTANJEL;0;13.078;204;Branik;QLD6;2.292;78;2.028;11;142;15;14;2;2;17;PLDP
R1;204;1014;ŠTANJEL - DUTOVLJE;0;7.820;24;Kopriva;R 11x4;1.700;75;1.441;12;130;20;15;3;4;21;PLDP
R1;204;1015;DUTOVLJE - SEŽANA;0;7.890;205;Tomaj;QLTC10;2.994;91;2.642;13;187;34;16;3;8;27;PLDP
R1;205;1026;DIVAČA - LOKEV-LIPICA;0;8.655;418;MT Lipica;QLD5;4.954;172;4.421;9;296;34;15;1;6;23;PLDP
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD6;904;117;696;6;72;5;5;1;2;8;PLDP
R1;206;1043;RUSKA CESTA (ERIKA - VRŠIČ);0;8.978;;;P;540;115;346;5;65;4;4;1;0;6;PLDP
R1;206;1028;VRŠIČ - TRENTA;0;8.960;197;Vršič;QLD5;432;103;284;2;30;6;6;1;0;6;PLDP
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLD5;1.298;120;1.014;9;115;19;18;2;1;19;PLDP
R1;207;1057;GODOVIČ - ČRNI VRH;0;6.871;105;Godovič;QLD6;1.760;34;1.453;12;126;25;32;38;40;75;PLDP
R1;207;1058;ČRNI VRH - COL;0;9.602;;;P;1.400;35;1.100;10;125;20;40;35;35;72;PLDP
R1;207;1413;COL - AJDOVŠČINA;0;8.696;427;Budanje;QLD*;2.771;55;2.356;7;185;34;45;44;45;88;PLDP
R1;208;1434;ČRNI KAL  -  KORTINE;0;2.236;748;Črni Kal;QLTC10;3.591;255;2.978;21;284;20;24;3;6;31;PLDP
R1;208;1059;KORTINE - GRAČIŠČE;0;8.555;2;Kubed;QLD6;2.906;79;2.560;10;220;20;12;1;4;17;PLDP
R1;208;1060;GRAČIŠČE - SOČERGA;0;5.000;151;Gračišče;R 08x1;2.700;60;2.433;10;170;15;5;4;3;14;PLDP
R1;208;1060;SOČERGA  -  MP  SOČERGA;5.000;8.453;502;MP Sočerga;QLTC10;1.977;57;1.723;9;167;10;3;5;3;12;PLDP
R1;208;1149;RIŽANA - KORTINE;0;1.950;771;Kortine;R 10x4;2.050;55;1.772;15;165;25;15;2;1;21;PLDP
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;20.031;223;17.644;273;1.539;125;105;33;89;328;WIM
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLTC10;7.902;182;6.666;156;722;61;41;21;53;145;PLDP
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD*;4.621;104;3.926;55;409;36;34;19;38;83;PLDP
R1;209;1090;SOTESKA - BITNJE;0;8.510;930;Nomenj;QLTC10;4.641;110;3.931;55;421;37;30;16;41;81;PLDP
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;3.800;100;3.270;60;300;25;25;10;10;56;PLDP
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribčev Laz;QLD6;3.219;94;2.763;64;251;16;16;9;6;48;PLDP
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLD5;354;85;230;1;14;10;8;6;0;10;PLDP
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;950;85;818;10;15;10;10;1;1;13;PLDP
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5;1.208;90;1.029;15;17;19;28;3;7;44;WIM
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLTC10;6.221;144;5.546;36;398;33;37;11;16;71;DIST
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;18.823;87;16.943;25;1.148;168;145;70;237;382;DIST
R1;210;1109;KRANJ - ŠKOFJA LOKA;0;8.125;111;Dorfarje;QLTC8;13.498;112;11.781;77;1.021;147;124;84;152;336;WIM
R1;210;1392;OBVOZNICA ŠKOFJA LOKA;0;3.865;924;SKL Obvoznica;QLTC10;9.158;88;7.991;33;723;119;90;48;66;161;WIM
R1;210;1110;ŠK.LOKA - GORENJA VAS;0;13.074;112;Log;QLTC10;7.445;97;6.450;48;593;101;76;32;48;134;DIST
R1;210;1111;GORENJA VAS - TREBIJA;0;4.819;408;Hotavlje;QLD;4.185;87;3.517;42;359;90;51;17;22;90;DIST
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD5;1.489;26;1.273;13;87;33;45;7;5;44;DIST
R1;210;1113;SOVODENJ - CERKNO;0;11.884;934;Podjelovo Brdo;QLTC10;1.150;30;956;10;85;30;30;5;4;16;DIST
R1;210;1114;CERKNO - ŽELIN;0;4.200;102;Cerkno;QLD*;2.764;45;2.408;49;178;24;31;13;16;62;DIST
R1;210;1078;ŠKOFJA LOKA - JEPRCA;0;5.795;106;Godešič;QLTC8;13.464;98;11.537;72;1.104;192;117;118;226;358;DIST
R1;211;0211;KR (LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLD*;7.598;86;6.656;118;516;75;65;26;56;149;PLDP
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;16.045;133;13.681;184;1.246;261;123;123;294;486;DIST
R1;211;0212;MEDVODE - STANEŽIČE;3.650;8.000;643;Medno;QLTC8;21.350;169;18.460;253;1.530;275;170;151;342;596;WIM
R1;211;0212;STANEŽIČE  - LJ( ŠENTVID);8.000;8.814;;;P;22.900;170;19.825;255;1.550;390;200;160;350;605;PLDP
R1;212;1115;PRIKLJUČEK UNEC-UNEC;0;781;;;P;9.750;90;8.410;40;655;120;100;85;250;300;PLDP
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;7.934;89;6.645;40;651;107;75;79;248;601;DIST
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;9.259;105;7.842;53;727;124;79;81;248;627;DIST
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLTC10;5.305;76;4.601;29;336;49;47;33;134;322;WIM
R1;212;1119;BL.POLICA - SODRAŽICA;0;17.183;247;Nova vas;QLTC10;2.794;61;2.354;12;206;28;29;25;79;193;DIST
R1;212;1120;SODRAŽICA - ŽLEBIČ;0;5.770;248;Zamostec;QLTC10;2.882;47;2.393;6;237;40;44;36;79;224;DIST
R1;213;1365;BLOŠKA POLICA - PUDOB;0;8.200;386;Stari trg;QLD*;3.128;36;2.806;39;133;17;23;23;51;78;PLDP
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5;582;21;506;10;2;9;5;13;16;27;PLDP
R1;214;1156;KOČEVJE - STARI LOG;0;11.670;;;P;1.250;55;1.030;10;85;15;20;15;20;39;PLDP
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD6;1.424;57;1.152;12;116;12;24;24;27;51;PLDP
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;4.900;50;4.132;25;420;90;60;38;85;136;PLDP
R1;215;1490;GRM - TREBNJE;0;2.828;925;Grm;QLTC10;5.650;37;4.951;23;385;69;57;37;91;132;PLDP
R1;215;1506;TREBNJE (ODRGA - KAMNA GORA);0;360;;;P;7.800;45;6.820;25;510;155;55;40;150;188;PLDP
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLTC10;7.391;53;6.438;24;585;89;62;34;106;147;WIM
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLTC10;4.848;49;4.166;20;382;71;52;30;78;116;DIST
R1;215;1163;MOKRONOG - BOŠTANJ;0;18.421;448;Jelovec;QLD*;2.487;29;2.054;15;205;31;51;33;69;102;WIM
R1;216;1367;IVANČNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLTC10;7.746;57;6.857;28;559;68;62;37;78;141;WIM
R1;216;1175;KRKA - ŽUŽEMBERK;0;13.435;277;Zagradec;QLD*;3.605;43;3.109;27;253;29;45;36;63;112;DIST
R1;216;1158;ŽUŽEMBERK - DVOR;0;4.270;278;Mačkovec pri Dvoru;QLD;3.648;64;3.055;34;288;64;43;26;74;122;DIST
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLD;4.872;73;4.103;51;372;82;57;44;90;165;DIST
R1;216;1177;SOTESKA - ČRMOŠNJICE;0;14.355;279;Podturn;QLD*;3.711;38;3.178;19;304;33;45;36;58;105;DIST
R1;216;1178;ČRMOŠNJICE - RUČETNA VAS;0;9.600;737;Srednja vas;R 09x4;3.000;40;2.472;20;300;33;50;30;55;93;PLDP
R1;216;1178;RUČETNA VAS - ČRNOMELJ;9.600;15.082;280;Lokve;QLD*;6.831;47;6.098;30;445;50;65;34;62;115;WIM
R1;216;1393;ČRNOMELJ (MOŠA PIJADE-KOČEVJE);0;1.044;;;P;5.800;50;5.207;3;440;30;30;10;30;47;PLDP
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5;691;12;551;3;79;21;14;5;6;19;PLDP
R1;217;1209;BREZOVICA - DOBLIČE;0;17.000;299;Brezovica pri Predgradu;R 09x1;65;5;43;2;10;5;0;0;0;2;PLDP
R1;217;1209;DOBLIČE - KANIŽARICA;17.000;19.930;300;Blatnik;QLD5;1.519;20;1.368;6;73;23;20;7;2;23;PLDP
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;R 09x4;3.750;20;3.450;25;140;55;20;15;25;57;PLDP
R1;218;1212;PODZEMELJ - ČRNOMELJ;0;8.950;302;Podzemelj;QLD*;3.443;22;3.101;21;188;25;39;18;29;63;PLDP
R1;218;1152;ČRNOMELJ ;0;730;;;P;10.100;40;9.400;40;400;140;40;15;25;90;PLDP
R1;218;1213;ČRNOMELJ - (VINIŠKA C.-KOČEVJE);0;1.061;;;P;5.300;40;4.770;20;300;110;30;10;20;64;PLDP
R1;218;1394;ČRNOMELJ - (KOČEVJE) - KANIŽARICA;0;1.285;308;Kanižarica;QLD*;6.893;51;6.216;37;437;40;58;21;33;86;PLDP
R1;218;1214;KANIŽARICA - VINICA;0;15.535;303;Dragatuš;QLD6;2.863;29;2.571;26;176;13;26;8;14;40;WIM
R1;218;1153;VINICA ;0;160;;;P;2.200;25;2.035;20;65;12;25;8;10;35;PLDP
R1;218;1215;VINICA - MOST ČEZ KOLPO;0;850;154;MP Vinica;QLTC10;1.189;20;1.081;5;60;6;3;6;8;3;PLDP
R1;219;1236;SL.BISTRICA - POLJČANE;0;8.496;125;Zg.Brežnica;QLTC10;5.487;54;4.662;21;411;95;71;48;125;216;DIST
R1;219;1410;POLJČANE ;0;700;;;P;6.550;50;5.660;25;450;100;95;50;120;184;PLDP
R1;219;1237;POLJČANE - PODPLAT;0;9.189;126;Podplat;QLTC10;4.734;51;3.933;28;371;92;94;47;118;228;WIM
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podčetrtek;QLTC10;5.654;54;4.892;22;404;94;66;43;79;173;DIST
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnič;QLD;2.321;36;1.901;18;185;52;35;33;61;119;DIST
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.750;35;3.300;20;190;70;45;35;55;101;PLDP
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLD*;2.140;31;1.757;11;167;26;63;33;52;119;DIST
R1;219;1242;BIZELJSKO - BREŽICE;0;16.000;129;Bukošek;QLD;3.401;28;3.030;12;186;45;32;24;44;73;WIM
R1;219;1242;BREŽICE - ČATEŽ;16.000;17.570;366;Brežice;QLTC10;14.419;89;12.879;85;965;123;98;58;122;222;DIST
R1;219;1480;ČATEŽ OB SAVI ;0;1.188;;;P;5.500;50;4.630;65;450;100;80;25;100;166;PLDP
R1;220;1334;KRŠKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLTC10;5.810;45;5.180;42;321;65;62;29;66;121;PLDP
R1;220;1334;SP.POHANCA - BREŽICE;7.200;12.715;738;Spodnja Pohanca;QLTC10;5.039;35;4.529;25;281;56;39;23;51;88;PLDP
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLTC10;6.787;62;6.024;44;501;41;31;17;67;95;WIM
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;9.037;70;8.094;69;586;65;46;22;85;133;DIST
R1;221;1219;ZAGORJE - BEVŠKO;0;5.358;307;Bevško;QLTC10;3.213;27;2.935;50;166;15;13;1;6;35;PLDP
R1;221;1220;BEVŠKO - TRBOVLJE;0;3.123;582;Trbovlje;QLTC10;11.332;124;10.382;132;541;64;51;8;30;118;PLDP
R1;221;1221;TRBOVLJE - BOBEN - HRASTNIK;0;8.815;309;Hrastnik;R 08x4;550;35;472;2;35;4;2;0;0;3;PLDP
R1;221;1222;HRASTNIK - ŠMARJETA;0;9.650;310;Marno;QLTC10;5.087;52;4.365;24;334;87;108;22;95;155;WIM
R1;222;1228;ZAGORJE - MOST ČEZ SAVO;0;1.885;583;Zagorje-most;QLTC8;7.961;67;7.112;90;460;72;58;21;81;145;WIM
R1;223;1229;BEVSKO - MOST ČEZ SAVO;0;1.220;127;Trbovlje 2;QLTC10;9.429;97;8.522;84;521;83;61;21;40;121;DIST
R1;224;1230;HRASTNIK - MOST ČEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;7.565;70;6.635;71;469;86;102;23;109;181;PLDP
R1;225;1140;MENGEŠ - DUPLICA;0;3.244;259;Šmarca;QLTC10;11.503;80;10.235;25;782;107;67;25;182;243;DIST
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;17.436;140;15.443;37;1.247;159;118;41;251;360;WIM
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.550;110;6.485;30;450;110;100;35;230;250;PLDP
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fužine;QLTC10;6.180;95;5.235;27;427;61;89;26;220;222;PLDP
R1;225;1083;SP. STRANJE - STAHOVICA;2.000;4.270;;;P;4.700;70;4.045;20;330;55;80;20;80;122;PLDP
R1;225;1084;STAHOVICA - ČRNIVEC;0;10.615;233;Podstudenec;QLTC10;1.822;43;1.596;16;114;19;15;7;12;30;PLDP
R1;225;1085;ČRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD6;889;30;735;11;69;8;16;11;9;33;DIST
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD6;2.002;33;1.719;7;161;20;34;15;13;51;DIST
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLD*;5.648;69;4.944;37;381;63;71;33;50;141;WIM
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;10.072;108;8.755;65;719;130;96;89;110;276;DIST
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;R 07x1;9.500;90;8.315;60;650;110;95;70;110;208;PLDP
R1;225;1246;SOTESKA - LETUŠ;0;3.300;34;Letuš 2;QLTC10;5.925;72;5.021;54;463;103;68;59;85;204;DIST
R1;225;1246;LETUŠ - M.BRASLOVČE;3.300;6.050;138;Letuš;QLTC10;8.317;108;7.139;53;623;124;77;68;125;252;DIST
R1;225;1246;M.BRASLOVČE - PARIŽLJE;6.050;8.390;;;P;8.000;90;6.940;35;510;115;120;70;120;217;PLDP
R1;225;1246;PARIŽLJE - ŠENTRUPERT;8.390;12.200;37;Orla vas;QLTC10;9.688;85;8.429;30;723;135;84;71;131;208;PLDP
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLD*;7.338;45;6.765;25;427;30;37;3;6;41;PLDP
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLD*;6.486;39;5.972;19;376;34;35;5;6;39;PLDP
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;9.500;60;8.460;25;780;50;60;20;45;91;PLDP
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;5.249;30;4.309;37;374;62;40;90;307;548;DIST
R1;228;1291;BORL - MP ZAVRČ;8.500;13.900;340;MP Zavrč;QLD*;2.510;10;1.857;30;175;27;39;84;288;499;WIM
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;18.500;90;15.940;200;1.600;250;160;70;190;378;PLDP
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;928;Ptuj;QLTC10;6.946;62;6.349;37;404;45;29;8;12;52;PLDP
R1;229;1286;ROGOZNICA - JANEŽOVCI;0;4.830;927;Nova vas pri Ptuju;QLTC10;6.194;55;5.576;22;387;58;44;18;34;75;PLDP
R1;229;1286;JANEŽOVCI - GOMILCI;4.830;7.360;;;P;3.900;45;3.462;15;250;30;45;18;35;68;PLDP
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Gočova;QLD*;3.726;41;3.285;11;276;25;37;19;32;60;PLDP
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;6.416;47;5.974;5;237;26;19;22;86;84;PLDP
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Šratovci;QLTC8;7.253;72;6.327;69;403;111;83;49;139;272;DIST
R1;230;1164;RADENCI ;0;453;;;P;6.000;50;5.280;50;300;100;60;45;115;171;PLDP
