Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;NOO;Tip
HC;H4;0379;VOGRSKO - ŠEMPETER;0;4.776;815;CP Bazara;QLD3;9.106;25;6.431;30;520;150;155;245;1.550;15.490.212;PLDP
HC;H4;0380;ŠEMPETER - VRTOJBA;0;1.500;880;Šempeter HC;QLTC8;7.319;30;4.531;29;747;140;91;235;1.516;14.880.060;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.500;2.238;671;MT Vrtojba;QLD6;10.094;162;7.052;33;745;141;96;273;1.592;15.836.098;PLDP
HC;H5;0388;MP ŠKOFIJE  -  PLAVJE;0;560;651;MT Škofije;QLD6;17.476;313;15.647;73;807;110;45;79;402;4.823.988;PLDP
HC;H5;0456;PRIKLJUČEK PLAVJE ;0;100;861;PR Škofije-KP;QLD6;531;3;481;1;33;5;4;1;3;67.684;PLDP
HC;H5;0456;PRIKLJUČEK PLAVJE ;100;146;862;PR Škofije-MP;QLD6;5.613;187;5.202;19;162;20;7;3;13;343.895;PLDP
HC;H5;0388;PLAVJE - ŠKOFIJE;560;2.120;860;Škofije HC;QLTC8;12.393;129;10.926;54;677;96;42;77;392;4.543.796;PLDP
HC;H5;0388;ŠKOFIJE - PRIKLJ. SRMIN;2.120;2.800;;;P;16.400;130;14.765;60;800;110;60;80;395;4.737.890;PLDP
HC;H5;0388;PRIKLJ. SRMIN - SRMIN;2.800;4.156;;;P;20.400;130;18.520;70;1.000;115;80;85;400;4.971.798;PLDP
HC;H5;0236;SRMIN - BERTOKI;0;1.129;;;P;38.200;250;33.320;170;2.300;310;400;350;1.100;15.049.768;PLDP
HC;H5;0237;BERTOKI - KP (ŠKOCJAN);0;2.548;11;Bertoki HC;QLTC8;38.632;322;34.494;182;2.524;330;406;80;294;6.645.985;PLDP
HC;H6;0238;KOPER (SLAVČEK) - SEMEDELA;0;1.120;;;P;37.000;310;34.655;150;1.300;180;280;30;95;3.553.417;PLDP
HC;H6;0389;KP(SEMEDELA)-ŽUSTERNA-(IZOLA);0;769;;;P;28.000;336;25.351;147;1.602;176;277;25;86;3.398.640;PLDP
HC;H7;0815;A5-DOLGA VAS;0;1.502;;;P;4.800;35;2.290;35;245;120;70;305;1.700;16.811.546;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;3.800;30;1.450;30;235;70;30;300;1.655;16.089.914;PLDP
HC;H7;1453;DOLGA VAS - MP DOLGA VAS;0;537;141;MT Dolga vas;QLTC8;4.053;25;1.760;20;227;60;28;293;1.640;15.808.228;PLDP
G1;1;0240;MP VIČ - DRAVOGRAD;0;3.590;663;MT Vič;QLD6;1.910;71;1.591;7;148;9;19;25;40;600.448;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.358;60;Gortina;QLD6;7.518;79;6.400;61;508;84;121;89;176;3.000.995;WIM
G1;1;0242;RADLJE;0;2.350;;;P;9.700;65;8.745;80;400;70;110;80;150;2.727.273;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.068;605;Brezno;QLD6;4.842;55;4.012;38;372;63;93;70;139;2.248.507;DIST
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;R 11x4;3.931;41;3.148;34;295;135;163;80;35;2.061.878;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boč;QLD6;5.028;61;4.173;42;392;62;87;66;145;2.248.009;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLD6;9.033;73;7.952;77;519;76;103;86;147;2.683.975;DIST
G1;1;0245;MB(OTOK) - MB(KOROŠKI MOST);19.220;20.688;900;MB Kamnica;QLTC8;14.854;130;13.399;88;792;127;99;54;165;2.788.985;PLDP
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroški most;QLTC8;26.006;131;24.051;119;1.198;161;108;67;171;3.223.706;PLDP
G1;1;0364;MB (C. PROLE. BRIGAD-TRŽAŠKA C.);0;2.227;;;P;29.800;110;27.580;140;1.250;250;190;80;200;4.225.282;PLDP
G1;1;0246;MB (TRŽAŠKA - MIKLAVŽ);0;3.532;19;MB Ptujska;QLTC10;21.927;102;19.552;150;1.360;273;131;94;265;4.625.912;PLDP
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.595;196;Devina;QLTC10;8.610;61;6.970;22;659;241;149;156;352;4.282.415;WIM
G1;2;0392;PRAGERSKO - ŠIKOLE;0;5.323;641;Šikole 2;QLTC10;5.568;49;4.238;17;472;207;109;140;336;3.995.853;DIST
G1;2;0393;ŠIKOLE - KIDRIČEVO;0;6.850;426;Šikole 3;QLTC8;6.693;65;5.212;21;528;209;154;136;368;4.841.656;PLDP
G1;2;0393;KIDRIČEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;11.207;71;9.375;44;754;247;224;140;352;5.297.777;PLDP
G1;2;0395;TURNIŠČE - PTUJ;0;1.642;670;Ptuj jezero;QLTC10;12.206;54;10.033;29;914;278;193;199;506;6.091.573;DIST
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;13.615;85;11.670;80;870;216;123;160;411;4.476.111;DIST
G1;2;0250;SPUHLJA - GORIŠNICA;0;8.030;424;Borovci;R 07x4;6.800;55;5.600;50;530;150;100;105;210;3.302.090;PLDP
G1;2;0250;GORIŠNICA - ORMOŽ;8.030;17.688;62;Cvetkovci;QLD6;5.946;40;4.992;33;416;79;91;99;196;2.303.251;WIM
G1;2;0398;ORMOŽ Z  -  ORMOŽ V;0;3.020;574;Ormož;QLD6;3.502;27;2.794;12;234;62;92;82;199;2.592.900;PLDP
G1;2;1313;ORMOŽ - SREDIŠČE OB DRAVI;0;9.000;355;Grabe;QLD6;2.670;19;2.241;15;139;37;43;61;115;1.346.715;DIST
G1;2;1313;SREDIŠČE OB DRAVI  -  MP SRED.;9.000;11.865;522;MP Središče ob Dravi;QLD6;877;5;632;3;51;21;19;34;112;996.350;DIST
G1;4;1257;DRAVOGRAD - OTIŠKI VRH;0;1.448;480;Dravograd;QLTC8;13.017;124;11.436;139;768;157;121;74;198;2.397.810;DIST
G1;4;1258;OTIŠKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLD6;10.048;80;8.528;83;652;111;203;152;239;3.018.613;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;12.600;110;10.850;95;850;175;160;135;225;4.204.131;PLDP
G1;4;1259;SL.GRADEC - LUŽNIK;0;6.600;329;Šmartno SG;QLD;12.242;108;10.474;75;901;182;152;130;220;2.902.455;DIST
G1;4;1259;LUŽNIK - ZG.DOLIČ;6.600;12.897;621;Mislinja;QLTC10;9.281;90;7.705;70;767;186;127;112;224;3.077.936;WIM
G1;4;1260;ZG.DOLIČ - VELENJE;0;11.476;315;Paka;QLD;9.168;83;7.694;64;653;129;208;108;229;2.992.037;DIST
G1;4;1261;VELENJE - ČRNOVA;0;7.427;132;Črnova;QLTC10;17.473;125;15.219;67;1.220;262;154;149;277;3.778.666;WIM
G1;4;1262;ČRNOVA - ARJA VAS;0;7.014;133;Velika Pirešica;QLTC8;14.253;86;11.963;68;1.055;279;340;162;300;5.316.191;DIST
G1;5;1401;PRIKLJ. CELJE ZAHOD - MEDLOG;0;3.613;689;Medlog;QLD6;6.133;14;5.415;23;413;75;87;32;74;1.302.422;DIST
G1;5;0370;MEDLOG  -  CELJE;0;3.242;417;Celje Lava;QLD;13.646;124;12.307;32;738;170;137;48;90;2.181.320;PLDP
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;18.800;110;16.935;50;820;230;150;125;380;5.048.938;PLDP
G1;5;0328;CE(POLULE) - LAŠKO;2.000;11.000;90;Košnica;QLTC8;14.196;105;12.273;47;921;214;140;122;374;2.881.453;WIM
G1;5;0328;LAŠKO - ŠMARJETA;11.000;17.325;580;Strmca;QLTC10;9.395;88;7.868;42;714;165;110;94;314;2.544.127;DIST
G1;5;0329;ŠMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLD6;6.742;51;5.596;46;454;109;129;121;236;2.507.299;DIST
G1;5;0330;RIMSKE TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;R 09x4;4.900;75;3.960;25;330;160;90;90;170;2.755.889;PLDP
G1;5;0331;ZIDANI MOST - RADEČE;0;2.997;92;Radeče;QLD5;6.536;60;5.414;32;423;134;150;102;221;3.438.952;PLDP
G1;5;0360;RADEČE;0;520;;;P;7.200;65;6.080;40;510;85;90;105;225;3.142.833;PLDP
G1;5;0332;RADEČE - BOŠTANJ;0;11.249;101;Vrhovo;QLD;4.976;56;4.016;28;385;83;87;113;208;2.845.720;DIST
G1;5;0333;BOŠTANJ ;0;790;581;Boštanj;QLTC8;10.404;106;8.800;42;762;163;152;111;268;3.967.485;PLDP
G1;5;0334;BOŠTANJ - IMPOLJCA;0;4.490;;;P;6.500;;5.380;30;390;120;220;130;230;3.964.001;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLD6;4.792;46;3.826;23;383;63;171;104;176;2.938.487;WIM
G1;5;0361;BRESTANICA - KRŠKO;0;3.900;103;Krško;QLD;9.477;72;7.939;43;686;155;210;120;252;4.164.316;PLDP
G1;5;0336;KRŠKO - LESKOVEC;0;2.620;95;Žadovinek;QLTC10;11.835;71;10.284;31;803;154;120;109;263;3.690.030;PLDP
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;;;P;10.000;60;8.960;35;410;115;80;90;250;3.213.752;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.814;104;10.586;54;533;135;118;58;226;3.494.791;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLD6;3.336;70;2.708;57;257;49;39;45;111;1.923.026;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;R 07x1;3.550;95;2.710;60;350;110;60;55;110;2.035.501;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.210;516;Topolc;R 07x1;4.450;100;3.685;65;300;90;65;45;100;1.897.395;PLDP
G1;6;0342;IL.BISTRICA (TRNOVO);0;1.160;;;P;6.100;100;5.290;65;340;95;45;40;125;1.959.605;PLDP
G1;6;0363;IL.BISTRICA (DO PODGRAJSKE UL.);0;1.470;;;P;11.100;110;10.240;50;400;80;35;45;140;1.930.989;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLD6;7.715;106;6.925;46;355;51;29;43;160;1.934.472;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELŠANE;2.800;9.961;504;MP Jelšane;QLTC8;4.533;101;3.857;45;294;33;20;23;160;1.704.297;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.496;95;3.714;58;329;40;7;33;220;2.586.928;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Podgrad;R 07x1;6.300;100;5.305;60;360;75;50;70;280;3.192.601;PLDP
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradišče;QLD6;7.085;42;5.976;58;383;87;64;96;379;4.767.253;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;6.067;134;5.150;57;378;44;20;34;250;2.972.628;WIM
G1;8;0213;LJ(ŠENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovška Dravlje;QLD6;40.653;133;37.016;509;2.228;229;273;89;176;6.552.173;PLDP
G1;9;1503;DRAŽENCI - JUROVCI;0;1.860;;;P;10.600;30;8.720;100;830;90;40;110;680;6.479.761;PLDP
G1;9;0362;JUROVCI ;0;1.000;;;P;11.500;40;9.585;110;850;100;55;90;670;6.420.040;PLDP
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLTC8;10.525;45;8.755;114;723;78;43;83;684;6.481.055;WIM
G1;9;0351;PODLEHNIK  -  MP GRUŠKOVJE;4.200;11.050;518; Gruškovje;QLTC8;8.322;36;6.781;112;573;54;19;77;670;5.807.896;DIST
G1;11;1062;KOPER - ŠMARJE;0;6.000;149;Koper;QLTC8;15.694;257;14.094;47;987;94;67;26;122;2.139.516;DIST
G1;11;1062;ŠMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC8;10.653;205;9.461;53;707;59;30;23;115;1.979.064;WIM
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.665;14;MP Dragonja;QLD3;7.841;141;6.942;42;513;47;25;21;110;1.382.050;PLDP
G1;11;1475;SLAVČEK -  KOPER;0;700;;;P;32.000;250;29.810;180;1.400;120;110;30;100;2.727.273;PLDP
G1;11;1475;KOPER - LUKA KOPER;700;2.424;;;P;13.900;35;12.095;200;1.200;85;90;45;150;3.117.950;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRŽIČ);0;12.500;660;MT Ljubelj;QLD6;2.328;91;2.071;9;144;6;4;1;2;105.259;PLDP
G2;101;0231;BISTRICA(TRŽIČ) - ZVIRČE;0;3.280;3;Kovor;QLD5;9.295;71;8.428;24;472;118;125;46;11;1.388.023;PLDP
G2;101;0230;ZVIRČE - PODTABOR;0;1.455;554;Zvirče;R 07x1;8.450;50;7.655;25;465;120;80;45;10;1.183.228;PLDP
G2;102;1031;MP ROBIČ - ROBIČ;0;4.800;655;MT Robič;QLD3;1.061;22;961;6;66;6;0;0;0;49.270;PLDP
G2;102;1031;ROBIČ - STARO SELO;4.800;5.630;914;Staro selo;QLD3;2.086;40;1.942;8;70;10;10;5;1;157.266;PLDP
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R 11x4;2.225;52;2.053;8;69;16;16;8;3;233.908;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD6;4.194;150;3.627;21;252;42;64;19;19;776.128;PLDP
G2;102;1006;IDRSKO - PERŠETI;0;11.715;97;Peršeti;QLD6;4.538;145;3.889;18;282;66;91;20;27;907.266;DIST
G2;102;1040;PERŠETI - MOST NA SOČI;0;7.334;405;Prapetno;QLD6;4.340;92;3.791;24;261;57;83;16;16;785.833;DIST
G2;102;1039;MOST NA SOČI - BAČA;0;2.205;533;Most na Soči;R 07x1;5.200;95;4.680;30;220;80;50;20;25;908.261;PLDP
G2;102;1038;BAČA - DOL. TREBUŠA;0;8.550;104;Slap ob Idrijci;QLTC10;2.560;110;2.131;17;188;37;54;10;13;591.490;PLDP
G2;102;1037;DOL TREBUŠA - ŽELIN;0;13.118;406;Stopnik;QLD5;1.639;59;1.313;18;108;43;71;12;15;682.913;WIM
G2;102;1036;ŽELIN - SPODNJA IDRIJA(MAROF);0;11.300;447;Otalež;QLD6;2.572;64;2.188;34;173;32;49;14;18;658.427;DIST
G2;102;1035;SPODNJA IDRIJA ;0;1.900;;;P;6.000;65;5.470;55;220;75;55;20;40;1.165.810;PLDP
G2;102;1034;SP. IDRIJA - GODOVIČ;0;13.277;617;Idrija;QLD6;4.526;93;3.808;70;350;62;77;23;43;1.359.655;PLDP
G2;102;1033;GODOVIČ - KALCE;0;11.233;100;Hotedršica;QLTC10;4.210;110;3.454;33;353;84;63;31;82;828.534;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD6;6.242;205;5.182;68;421;93;127;59;87;1.304.413;DIST
G2;102;1461;LOGATEC ;0;1.672;395;Logatec;R 08x4;6.600;210;5.305;40;430;190;130;95;200;3.339.416;PLDP
G2;103;1007;PERŠETI - UŠNIK;0;4.015;546;Volče;R 07x1;3.500;110;2.955;25;210;50;90;25;35;1.088.670;PLDP
G2;103;1008;UŠNIK - KANAL;0;12.580;616;Doblar;QLD6;3.577;109;3.032;19;255;52;57;20;33;587.359;WIM
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLD6;6.350;146;5.447;29;398;65;77;41;147;1.982.498;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLD6;6.843;123;5.983;26;386;66;82;40;137;1.913.570;PLDP
G2;103;1390;SOLKAN - KROMBERK;0;1.972;693;Solkan 3;QLTC8;7.903;135;6.816;20;527;103;104;46;152;1.924.021;DIST
G2;103;1486;KROMBERK  -  ROŽNA DOLINA;0;2.589;222;Panovec;QLTC8;25.274;214;23.201;125;1.259;166;127;40;142;2.382.880;DIST
G2;103;1447;NG(R. DOLINA)  -  ŠEMPETER AC;0;2.315;227;Šempeter RD;QLD6;11.912;78;10.764;23;646;84;102;60;155;2.295.537;PLDP
G2;104;1136;KRANJ - LETALIŠČE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;25.476;129;22.909;82;1.728;217;138;89;184;3.417.551;DIST
G2;104;1136;LETALIŠČE BRNIK - SP.BRNIK;6.000;8.330;627;Brnik;QLD6;10.100;87;8.519;93;757;163;225;86;170;3.787.326;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;8.710;3;7.328;46;816;204;110;54;149;2.430.557;WIM
G2;104;1138;MOSTE - MENGEŠ;0;3.900;115;Topole;QLTC10;9.917;72;8.369;54;925;167;120;49;161;2.725.282;PLDP
G2;104;1139;MENGEŠ - LOKA ;0;1.975;;;P;8.500;50;7.410;60;700;90;100;30;60;1.642.336;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.158;116;Loka;QLD;15.358;77;13.678;55;1.061;161;163;62;101;2.675.017;DIST
G2;104;0295;TRZIN - LJ(ČRNUČE);0;3.687;73;Trzin;QLTC8;32.822;159;29.489;162;2.243;319;223;82;145;4.342.734;WIM
G2;104;0087;LJ(ČRNUČE  -  BRNČIČEVA);0;890;172;S Vpadnica;QLTC8;32.311;126;28.935;42;2.397;342;219;83;167;3.814.200;DIST
G2;104;0087;LJ(BRNČIČEVA  -  TOMAČEVO);890;2.870;;;P;40.500;130;36.450;60;2.500;450;450;120;340;6.683.809;PLDP
G2;105;0254;NOVO MESTO (AC  -  LOČNA);0;910;;;P;15.000;70;12.555;60;1.230;290;210;240;345;6.081.619;PLDP
G2;105;0257;NOVO MESTO (LOČNA - KRKA);0;1.070;193;NM Ločna;QLTC10;16.962;64;14.915;51;1.130;208;134;210;250;4.614.715;DIST
G2;105;1511;NOVO MESTO (BUČNA VAS - KRKA);0;940;118;NM Obvoznica;QLTC8;17.409;66;15.346;50;1.105;236;178;198;230;4.652.787;DIST
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Žabja vas;QLTC8;12.734;69;10.940;69;880;219;156;191;210;4.432.565;DIST
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6;4.493;42;3.889;32;301;48;74;42;65;895.919;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6;2.257;15;2.129;6;55;6;5;13;28;234.904;DIST
G2;106;0215;LJ(RUDNIK) - ŠKOFLJICA;0;4.555;6;Škofljica;QLTC8;18.536;135;16.280;183;1.296;206;221;70;145;4.047.860;PLDP
G2;106;0260;ŠKOFLJICA ;0;520;;;P;14.600;110;13.115;120;710;190;170;75;110;3.210.020;PLDP
G2;106;0261;ŠKOFLJICA - RAŠICA;0;16.290;117;Želimlje;QLD6;8.292;76;7.297;70;525;63;109;64;88;1.677.770;WIM
G2;106;0262;RAŠICA - ŽLEBIČ;0;12.425;410;Žlebič;QLD6;6.754;77;5.863;63;450;61;107;58;75;1.957.366;DIST
G2;106;0263;ŽLEBIČ - BREG;0;2.300;;;P;7.000;60;5.995;70;560;105;85;50;75;1.913.570;PLDP
G2;106;0263;BREG - HROVAČA;2.300;4.500;;;P;9.800;50;8.780;60;600;110;80;50;70;1.811.546;PLDP
G2;106;0263;HROVAČA - DOLENJA VAS;4.500;9.490;751;Goriča vas;QLTC10;8.702;138;7.588;55;595;103;66;53;104;1.960.601;PLDP
G2;106;0263;DOLENJA VAS - KOČEVJE;9.490;18.779;619;Stara Cerkev;QLD6;5.892;76;5.161;52;335;50;75;62;81;1.648.109;WIM
G2;106;0264;KOČEVJE ;0;1.900;;;P;7.600;75;6.910;50;320;45;70;50;80;1.617.452;PLDP
G2;106;0264;KOČEVJE - LIVOLD;1.900;6.269;744;Kočevje;QLD6;5.548;89;5.052;17;262;41;43;25;19;698.490;PLDP
G2;106;0265;LIVOLD - ŠTALCERJI;0;6.200;119;Štalcerji;QLD3;2.015;44;1.780;16;110;23;16;12;14;401.626;PLDP
G2;106;0265;ŠTALCERJI - FARA;6.200;21.580;750;Banja Loka;R 09x1;1.200;60;1.051;7;50;10;5;2;15;205.790;PLDP
